Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 112.5 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.71588431232347 at t = 14400.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
    72787.5     0.000847145769|24.6920106    |75.3071423         0.000761417291|24.6468188    |75.3524198    |100           
    72900.0     0.000831991373|24.6333209    |75.3658471         0.00074767317 |24.5881654    |75.4110869    |100           
    73012.5     0.000817108071|24.5747705    |75.4244124         0.00073417714 |24.5296513    |75.4696145    |100           
    73125.0     0.000802491013|24.516359     |75.4828385         0.000720924723|24.4712763    |75.5280027    |100           
    73237.5     0.000788135436|24.4580861    |75.5411258         0.000707911521|24.4130401    |75.586252     |100           
    73350.0     0.000774036663|24.3999515    |75.5992745         0.000695133217|24.3549422    |75.6443627    |100           
    73462.5     0.000760190099|24.3419549    |75.6572849         0.000682585571|24.2969823    |75.7023351    |100           
    73575.0     0.000746591234|24.2840959    |75.7151575         0.000670264418|24.2391602    |75.7601695    |100           
    73687.5     0.000733235635|24.2263742    |75.7728925         0.000658165671|24.1814755    |75.8178663    |100           
    73800.0     0.000720118952|24.1687895    |75.8304903         0.000646285315|24.1239279    |75.8754258    |100           
    73912.5     0.00070723691 |24.1113415    |75.8879512         0.000634619407|24.0665171    |75.9328483    |100           
    74025.0     0.000694585312|24.0540299    |75.9452755         0.000623164078|24.0092427    |75.9901341    |100           
    74137.5     0.000682160035|23.9968543    |76.0024636         0.000611915525|23.9521044    |76.0472837    |100           
    74250.0     0.000669957031|23.9398144    |76.0595157         0.000600870017|23.895102     |76.1042972    |100           
    74362.5     0.000657972324|23.8829098    |76.1164322         0.000590023888|23.838235     |76.161175     |100           
    74475.0     0.000646202009|23.8261404    |76.1732134         0.000579373539|23.7815032    |76.2179175    |100           
    74587.5     0.00063464225 |23.7695057    |76.2298596         0.000568915436|23.7249062    |76.2745249    |100           
    74700.0     0.000623289281|23.7130055    |76.2863712         0.00055864611 |23.6684438    |76.3309976    |100           
    74812.5     0.000612139403|23.6566393    |76.3427485         0.000548562152|23.6121155    |76.3873359    |100           
    74925.0     0.000601188982|23.600407     |76.3989918         0.000538660217|23.5559212    |76.4435401    |100           
    75037.5     0.000590434451|23.5443082    |76.4551013         0.000528937019|23.4998605    |76.4996106    |100           
    75150.0     0.000579872305|23.4883426    |76.5110775         0.000519389331|23.443933     |76.5555476    |100           
    75262.5     0.000569499103|23.4325098    |76.5669207         0.000510013986|23.3881385    |76.6113515    |100           
    75375.0     0.000559311465|23.3768096    |76.6226311         0.000500807873|23.3324766    |76.6670226    |100           
    75487.5     0.000549306071|23.3212417    |76.678209          0.000491767936|23.276947     |76.7225612    |100           
    75600.0     0.000539479661|23.2658056    |76.7336549         0.000482891177|23.2215495    |76.7779676    |100           
    75712.5     0.000529829034|23.2105012    |76.7889689         0.000474174649|23.1662836    |76.8332422    |100           
    75825.0     0.000520351044|23.1553282    |76.8441515         0.000465615461|23.1111492    |76.8883852    |100           
    75937.5     0.000511042604|23.1002861    |76.8992029         0.000457210773|23.0561458    |76.943397     |100           
    76050.0     0.000501900681|23.0453747    |76.9541234         0.000448957795|23.0012732    |76.9982778    |100           
    76162.5     0.000492922295|22.9905937    |77.0089134         0.000440853789|22.9465311    |77.053028     |100           
    76275.0     0.000484104522|22.9359427    |77.0635732         0.000432896066|22.8919191    |77.107648     |100           
    76387.5     0.000475444487|22.8814216    |77.118103          0.000425081985|22.837437     |77.1621379    |100           
    76500.0     0.00046693937 |22.8270299    |77.1725032         0.000417408955|22.7830844    |77.2164982    |100           
    76612.5     0.0004585864  |22.7727674    |77.226774          0.000409874427|22.7288611    |77.270729     |100           
    76725.0     0.000450382853|22.7186337    |77.2809159         0.000402475904|22.6747667    |77.3248308    |100           
    76837.5     0.000442326058|22.6646286    |77.3349291         0.000395210929|22.6208009    |77.3788039    |100           
    76950.0     0.000434413389|22.6107518    |77.3888138         0.000388077092|22.5669634    |77.4326485    |100           
    77062.5     0.000426642268|22.5570029    |77.4425705         0.000381072026|22.513254     |77.4863649    |100           
    77175.0     0.000419010163|22.5033816    |77.4961994         0.000374193406|22.4596723    |77.5399535    |100           
    77287.5     0.000411514587|22.4498877    |77.5497008         0.00036743895 |22.406218     |77.5934146    |100           
    77400.0     0.000404153097|22.3965208    |77.603075          0.000360806417|22.3528908    |77.6467484    |100           
    77512.5     0.000396923295|22.3432807    |77.6563223         0.000354293606|22.2996904    |77.6999553    |100           
    77625.0     0.000389822826|22.2901671    |77.7094431         0.000347898355|22.2466166    |77.7530355    |100           
    77737.5     0.000382849375|22.2371795    |77.7624376         0.000341618544|22.193669     |77.8059894    |100           
    77850.0     0.000376000671|22.1843179    |77.8153061         0.000335452087|22.1408472    |77.8588173    |100           
    77962.5     0.000369274481|22.1315818    |77.8680489         0.00032939694 |22.0881512    |77.9115194    |100           
    78075.0     0.000362668615|22.0789709    |77.9206664         0.000323451092|22.0355804    |77.9640962    |100           
    78187.5     0.00035618092 |22.026485     |77.9731588         0.000317612571|21.9831346    |78.0165477    |100           
    78300.0     0.000349809282|21.9741238    |78.0255264         0.000311879439|21.9308136    |78.0688745    |100           
    78412.5     0.000343551624|21.921887     |78.0777695         0.000306249794|21.8786171    |78.1210767    |100           
    78525.0     0.000337405908|21.8697742    |78.1298884         0.000300721769|21.8265446    |78.1731547    |100           
    78637.5     0.000331370132|21.8177852    |78.1818834         0.000295293528|21.774596     |78.2251087    |100           
    78750.0     0.000325442328|21.7659198    |78.2337548         0.000289963271|21.722771     |78.276939     |100           
    78862.5     0.000319620565|21.7141775    |78.2855029         0.000284729228|21.6710693    |78.328646     |100           
    78975.0     0.000313902946|21.6625581    |78.337128          0.000279589664|21.6194905    |78.3802299    |100           
    79087.5     0.000308287609|21.6110614    |78.3886303         0.000274542873|21.5680344    |78.4316911    |100           
    79200.0     0.000302772723|21.559687     |78.4400103         0.00026958718 |21.5167006    |78.4830298    |100           
    79312.5     0.000297356491|21.5084346    |78.491268          0.00026472094 |21.465489     |78.5342463    |100           
    79425.0     0.000292037149|21.457304     |78.542404          0.00025994254 |21.4143992    |78.5853408    |100           
    79537.5     0.000286812964|21.4062948    |78.5934183         0.000255250393|21.3634309    |78.6363138    |100           
    79650.0     0.000281682233|21.3554069    |78.6443114         0.000250642943|21.3125839    |78.6871655    |100           
    79762.5     0.000276643284|21.3046398    |78.6950835         0.00024611866 |21.2618578    |78.7378961    |100           
    79875.0     0.000271694476|21.2539933    |78.745735          0.000241676044|21.2112523    |78.788506     |100           
    79987.5     0.000266834197|21.2034672    |78.796266          0.000237313621|21.1607673    |78.8389954    |100           
    80100.0     0.000262060861|21.1530611    |78.8466768         0.000233029942|21.1104023    |78.8893647    |100           
    80212.5     0.000257372915|21.1027748    |78.8969679         0.000228823586|21.0601572    |78.939614     |100           
    80325.0     0.00025276883 |21.0526079    |78.9471394         0.000224693159|21.0100315    |78.9897438    |100           
    80437.5     0.000248247107|21.0025602    |78.9971916         0.000220637288|20.9600251    |79.0397542    |100           
    80550.0     0.000243806271|20.9526314    |79.0471248         0.000216654629|20.9101377    |79.0896457    |100           
    80662.5     0.000239444877|20.9028212    |79.0969393         0.00021274386 |20.8603689    |79.1394183    |100           
    80775.0     0.000235161503|20.8531294    |79.1466354         0.000208903682|20.8107185    |79.1890726    |100           
    80887.5     0.000230954753|20.8035557    |79.1962134         0.000205132823|20.7611863    |79.2386086    |100           
    81000.0     0.000226823256|20.7540997    |79.2456734         0.00020143003 |20.7117719    |79.2880267    |100           
    81112.5     0.000222765668|20.7047613    |79.295016          0.000197794076|20.662475     |79.3373272    |100           
    81225.0     0.000218780664|20.65554      |79.3442412         0.000194223753|20.6132954    |79.3865104    |100           
    81337.5     0.000214866947|20.6064358    |79.3933494         0.000190717876|20.5642328    |79.4355765    |100           
    81450.0     0.000211023242|20.5574482    |79.4423408         0.000187275284|20.5152869    |79.4845258    |100           
    81562.5     0.000207248295|20.508577     |79.4912158         0.000183894832|20.4664575    |79.5333586    |100           
    81675.0     0.000203540878|20.4598219    |79.5399746         0.0001805754  |20.4177443    |79.5820752    |100           
    81787.5     0.000199899783|20.4111827    |79.5886174         0.000177315887|20.3691469    |79.6306758    |100           
    81900.0     0.000196323821|20.362659     |79.6371447         0.000174115209|20.3206652    |79.6791607    |100           
    82012.5     0.00019281183 |20.3142507    |79.6855565         0.000170972307|20.2722987    |79.7275303    |100           
    82125.0     0.000189362663|20.2659573    |79.7338533         0.000167886135|20.2240474    |79.7757847    |100           
    82237.5     0.000185975198|20.2177788    |79.7820353         0.000164855672|20.1759109    |79.8239243    |100           
    82350.0     0.000182648331|20.1697147    |79.8301027         0.00016187991 |20.1278889    |79.8719492    |100           
    82462.5     0.000179380977|20.1217648    |79.8780558         0.000158957863|20.0799811    |79.9198599    |100           
    82575.0     0.000176172072|20.0739288    |79.925895          0.000156088561|20.0321873    |79.9676566    |100           
    82687.5     0.00017302057 |20.0262066    |79.9736204         0.000153271052|19.9845073    |80.0153394    |100           
    82800.0     0.000169925445|19.9785977    |80.0212324         0.000150504401|19.9369407    |80.0629088    |100           
    82912.5     0.000166885688|19.931102     |80.0687311         0.00014778769 |19.8894872    |80.110365     |100           
    83025.0     0.000163900308|19.8837191    |80.116117          0.000145120018|19.8421467    |80.1577082    |100           
    83137.5     0.000160968334|19.8364489    |80.1633902         0.000142500499|19.7949188    |80.2049387    |100           
