Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 14.0625 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.5362038412914 at t = 14526.5625 s

    Time                           Analytical                                             Numerical                         
     (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   24342.1875     2.01264199    |66.5048878    |31.4824702         2.00377986    |66.5098219    |31.4863983    |100           
     24356.25     2.0081059     |66.4896384    |31.5022557         1.99925865    |66.4945538    |31.5061876    |100           
   24370.3125     2.00358005    |66.4743832    |31.5220367         1.99474765    |66.4792801    |31.5259723    |100           
    24384.375     1.99906439    |66.4591224    |31.5418132         1.99024682    |66.4640007    |31.5457525    |100           
   24398.4375     1.99455891    |66.443856     |31.5615851         1.98575615    |66.4487157    |31.5655281    |100           
      24412.5     1.99006358    |66.4285839    |31.5813525         1.98127561    |66.4334252    |31.5852992    |100           
   24426.5625     1.98557838    |66.4133063    |31.6011153         1.97680518    |66.4181291    |31.6050658    |100           
    24440.625     1.9811033     |66.3980231    |31.6208736         1.97234484    |66.4028274    |31.6248278    |100           
   24454.6875     1.9766383     |66.3827344    |31.6406273         1.96789456    |66.3875202    |31.6445852    |100           
     24468.75     1.97218336    |66.3674401    |31.6603765         1.96345433    |66.3722076    |31.6643381    |100           
   24482.8125     1.96773846    |66.3521404    |31.6801212         1.95902411    |66.3568895    |31.6840864    |100           
    24496.875     1.96330358    |66.3368352    |31.6998612         1.95460389    |66.3415659    |31.7038302    |100           
   24510.9375     1.9588787     |66.3215245    |31.7195968         1.95019364    |66.326237     |31.7235694    |100           
      24525.0     1.95446379    |66.3062085    |31.7393277         1.94579334    |66.3109026    |31.743304     |100           
   24539.0625     1.95005883    |66.290887     |31.7590542         1.94140298    |66.2955629    |31.7630341    |100           
    24553.125     1.9456638     |66.2755602    |31.778776          1.93702251    |66.2802178    |31.7827597    |100           
   24567.1875     1.94127867    |66.260228     |31.7984933         1.93265194    |66.2648674    |31.8024806    |100           
     24581.25     1.93690343    |66.2448905    |31.818206          1.92829122    |66.2495118    |31.822197     |100           
   24595.3125     1.93253804    |66.2295478    |31.8379142         1.92394034    |66.2341508    |31.8419088    |100           
    24609.375     1.9281825     |66.2141997    |31.8576178         1.91959928    |66.2187846    |31.8616161    |100           
   24623.4375     1.92383677    |66.1988464    |31.8773168         1.91526801    |66.2034132    |31.8813188    |100           
      24637.5     1.91950084    |66.1834879    |31.8970113         1.91094652    |66.1880366    |31.9010169    |100           
   24651.5625     1.91517468    |66.1681241    |31.9167012         1.90663478    |66.1726548    |31.9207104    |100           
    24665.625     1.91085827    |66.1527552    |31.9363865         1.90233277    |66.1572679    |31.9403994    |100           
   24679.6875     1.90655158    |66.1373812    |31.9560673         1.89804046    |66.1418758    |31.9600837    |100           
     24693.75     1.90225461    |66.122002     |31.9757434         1.89375784    |66.1264786    |31.9797635    |100           
   24707.8125     1.89796732    |66.1066177    |31.995415          1.88948488    |66.1110764    |31.9994387    |100           
    24721.875     1.89368969    |66.0912283    |32.015082          1.88522156    |66.0956691    |32.0191094    |100           
   24735.9375     1.8894217     |66.0758338    |32.0347445         1.88096786    |66.0802567    |32.0387754    |100           
      24750.0     1.88516333    |66.0604343    |32.0544023         1.87672376    |66.0648393    |32.0584369    |100           
   24764.0625     1.88091456    |66.0450298    |32.0740556         1.87248924    |66.049417     |32.0780938    |100           
    24778.125     1.87667536    |66.0296203    |32.0937043         1.86826427    |66.0339897    |32.0977461    |100           
   24792.1875     1.87244572    |66.0142059    |32.1133484         1.86404883    |66.0185574    |32.1173938    |100           
     24806.25     1.86822561    |65.9987865    |32.1329879         1.85984291    |66.0031202    |32.1370369    |100           
   24820.3125     1.86401502    |65.9833621    |32.1526228         1.85564647    |65.9876782    |32.1566754    |100           
    24834.375     1.85981391    |65.9679329    |32.1722532         1.85145951    |65.9722312    |32.1763093    |100           
   24848.4375     1.85562227    |65.9524988    |32.1918789         1.84728199    |65.9567794    |32.1959386    |100           
      24862.5     1.85144008    |65.9370599    |32.2115001         1.84311389    |65.9413228    |32.2155633    |100           
   24876.5625     1.84726731    |65.9216161    |32.2311166         1.83895521    |65.9258613    |32.2351835    |100           
    24890.625     1.84310395    |65.9061675    |32.2507286         1.8348059     |65.9103951    |32.254799     |100           
   24904.6875     1.83894997    |65.8907141    |32.270336          1.83066596    |65.8949241    |32.2744099    |100           
     24918.75     1.83480535    |65.8752559    |32.2899387         1.82653535    |65.8794484    |32.2940162    |100           
   24932.8125     1.83067008    |65.859793     |32.3095369         1.82241407    |65.863968     |32.3136179    |100           
    24946.875     1.82654413    |65.8443254    |32.3291305         1.81830209    |65.8484829    |32.333215     |100           
   24960.9375     1.82242747    |65.8288531    |32.3487194         1.81419938    |65.8329931    |32.3528075    |100           
      24975.0     1.81832009    |65.8133761    |32.3683038         1.81010594    |65.8174986    |32.3723954    |100           
   24989.0625     1.81422197    |65.7978945    |32.3878835         1.80602173    |65.8019996    |32.3919787    |100           
    25003.125     1.81013309    |65.7824082    |32.4074587         1.80194673    |65.7864959    |32.4115574    |100           
   25017.1875     1.80605342    |65.7669174    |32.4270292         1.79788093    |65.7709876    |32.4311314    |100           
     25031.25     1.80198294    |65.7514219    |32.4465951         1.7938243     |65.7554748    |32.4507009    |100           
   25045.3125     1.79792164    |65.7359219    |32.4661565         1.78977682    |65.7399575    |32.4702657    |100           
    25059.375     1.7938695     |65.7204173    |32.4857132         1.78573848    |65.7244356    |32.4898259    |100           
   25073.4375     1.78982648    |65.7049083    |32.5052652         1.78170925    |65.7089092    |32.5093815    |100           
      25087.5     1.78579258    |65.6893947    |32.5248127         1.77768911    |65.6933784    |32.5289325    |100           
   25101.5625     1.78176777    |65.6738766    |32.5443556         1.77367804    |65.6778431    |32.5484788    |100           
    25115.625     1.77775203    |65.6583541    |32.5638938         1.76967603    |65.6623034    |32.5680206    |100           
   25129.6875     1.77374535    |65.6428272    |32.5834274         1.76568304    |65.6467593    |32.5875577    |100           
     25143.75     1.76974769    |65.6272959    |32.6029564         1.76169906    |65.6312108    |32.6070902    |100           
   25157.8125     1.76575904    |65.6117601    |32.6224808         1.75772407    |65.6156579    |32.626618     |100           
    25171.875     1.76177938    |65.59622      |32.6420006         1.75375805    |65.6001007    |32.6461412    |100           
   25185.9375     1.75780869    |65.5806756    |32.6615157         1.74980098    |65.5845392    |32.6656598    |100           
      25200.0     1.75384695    |65.5651268    |32.6810262         1.74585283    |65.5689734    |32.6851738    |100           
   25214.0625     1.74989414    |65.5495738    |32.7005321         1.7419136     |65.5534033    |32.7046831    |100           
    25228.125     1.74595024    |65.5340164    |32.7200333         1.73798325    |65.5378289    |32.7241878    |100           
   25242.1875     1.74201522    |65.5184548    |32.73953           1.73406177    |65.5222503    |32.7436879    |100           
     25256.25     1.73808908    |65.502889     |32.7590219         1.73014914    |65.5066675    |32.7631833    |100           
   25270.3125     1.73417178    |65.4873189    |32.7785093         1.72624534    |65.4910805    |32.7826741    |100           
    25284.375     1.73026331    |65.4717447    |32.797992          1.72235035    |65.4754894    |32.8021603    |100           
   25298.4375     1.72636366    |65.4561662    |32.8174701         1.71846414    |65.459894     |32.8216418    |100           
      25312.5     1.72247279    |65.4405836    |32.8369436         1.71458671    |65.4442946    |32.8411187    |100           
   25326.5625     1.71859069    |65.4249969    |32.8564124         1.71071802    |65.428691     |32.8605909    |100           
    25340.625     1.71471734    |65.4094061    |32.8758766         1.70685806    |65.4130834    |32.8800585    |100           
   25354.6875     1.71085271    |65.3938112    |32.8953361         1.70300681    |65.3974717    |32.8995215    |100           
     25368.75     1.7069968     |65.3782122    |32.914791          1.69916425    |65.381856     |32.9189798    |100           
   25382.8125     1.70314958    |65.3626092    |32.9342413         1.69533036    |65.3662362    |32.9384335    |100           
    25396.875     1.69931103    |65.3470021    |32.9536869         1.69150512    |65.3506124    |32.9578825    |100           
   25410.9375     1.69548113    |65.331391     |32.9731278         1.68768851    |65.3349846    |32.9773268    |100           
      25425.0     1.69165987    |65.315776     |32.9925642         1.68388052    |65.3193529    |32.9967666    |100           
   25439.0625     1.68784721    |65.300157     |33.0119958         1.68008111    |65.3037173    |33.0162016    |100           
    25453.125     1.68404315    |65.284534     |33.0314229         1.67629028    |65.2880777    |33.035632     |100           
   25467.1875     1.68024766    |65.2689071    |33.0508452         1.672508      |65.2724342    |33.0550578    |100           
