Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 56.25 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.61307233309724 at t = 14512.5 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  114693.75     1.0181468E-06 |10.1741735    |89.8258255         9.36538737E-07|10.1594801    |89.840519     |100           
   114750.0     1.00899901E-06|10.1620718    |89.8379271         9.28086144E-07|10.1473887    |89.8526104    |100           
  114806.25     9.99933409E-07|10.1499846    |89.8500144         9.19709838E-07|10.1353117    |89.8646873    |100           
   114862.5     9.90949259E-07|10.1379117    |89.8620873         9.11409131E-07|10.1232491    |89.8767499    |100           
  114918.75     9.8204583E-07 |10.1258532    |89.8741458         9.03183341E-07|10.1112009    |89.8887982    |100           
   114975.0     9.73222396E-07|10.113809     |89.88619           8.95031792E-07|10.099167     |89.9008321    |100           
  115031.25     9.64478239E-07|10.1017792    |89.8982199         8.86953813E-07|10.0871474    |89.9128517    |100           
   115087.5     9.55812645E-07|10.0897636    |89.9102354         8.78948741E-07|10.0751421    |89.924857     |100           
  115143.75     9.4722491E-07 |10.0777624    |89.9222367         8.71015918E-07|10.0631511    |89.936848     |100           
   115200.0     9.38714333E-07|10.0657754    |89.9342236         8.63154691E-07|10.0511744    |89.9488247    |100           
  115256.25     9.30280221E-07|10.0538027    |89.9461964         8.55364414E-07|10.039212     |89.9607872    |100           
   115312.5     9.21921888E-07|10.0418442    |89.9581548         8.47644448E-07|10.0272637    |89.9727354    |100           
  115368.75     9.13638653E-07|10.0299       |89.9700991         8.39994156E-07|10.0153297    |89.9846694    |100           
   115425.0     9.0542984E-07 |10.0179699    |89.9820292         8.32412912E-07|10.0034099    |89.9965892    |100           
  115481.25     8.97294781E-07|10.0060541    |89.993945          8.24900091E-07|9.99150431    |90.0084949    |100           
   115537.5     8.89232814E-07|9.99415241    |90.0058467         8.17455076E-07|9.97961287    |90.0203863    |100           
  115593.75     8.81243282E-07|9.98226489    |90.0177342         8.10077254E-07|9.96773557    |90.0322636    |100           
   115650.0     8.73325533E-07|9.97039151    |90.0296076         8.0276602E-07 |9.95587241    |90.0441268    |100           
  115706.25     8.65478924E-07|9.95853225    |90.0414669         7.95520773E-07|9.94402337    |90.0559758    |100           
   115762.5     8.57702814E-07|9.94668709    |90.0533121         7.88340916E-07|9.93218844    |90.0678108    |100           
  115818.75     8.49996571E-07|9.93485603    |90.0651431         7.81225861E-07|9.92036759    |90.0796316    |100           
   115875.0     8.42359566E-07|9.92303903    |90.0769601         7.74175021E-07|9.9085608     |90.0914384    |100           
  115931.25     8.34791178E-07|9.9112361     |90.0887631         7.67187817E-07|9.89676807    |90.1032312    |100           
   115987.5     8.2729079E-07 |9.8994472     |90.100552          7.60263676E-07|9.88498937    |90.1150099    |100           
  116043.75     8.19857791E-07|9.88767232    |90.1123269         7.53402027E-07|9.8732247     |90.1267746    |100           
   116100.0     8.12491575E-07|9.87591145    |90.1240877         7.46602307E-07|9.86147402    |90.1385252    |100           
  116156.25     8.05191544E-07|9.86416457    |90.1358346         7.39863957E-07|9.84973733    |90.1502619    |100           
   116212.5     7.97957101E-07|9.85243166    |90.1475675         7.33186423E-07|9.83801461    |90.1619847    |100           
  116268.75     7.90787658E-07|9.84071271    |90.1592865         7.26569156E-07|9.82630583    |90.1736934    |100           
   116325.0     7.8368263E-07 |9.82900769    |90.1709915         7.20011612E-07|9.814611      |90.1853883    |100           
  116381.25     7.76641439E-07|9.8173166     |90.1826826         7.13513252E-07|9.80293008    |90.1970692    |100           
   116437.5     7.69663512E-07|9.80563941    |90.1943598         7.07073543E-07|9.79126307    |90.2087362    |100           
  116493.75     7.6274828E-07 |9.79397611    |90.2060231         7.00691954E-07|9.77960994    |90.2203894    |100           
   116550.0     7.55895179E-07|9.78232669    |90.2176726         6.94367961E-07|9.76797068    |90.2320286    |100           
  116606.25     7.49103651E-07|9.77069112    |90.2293081         6.88101044E-07|9.75634527    |90.243654     |100           
   116662.5     7.42373144E-07|9.75906939    |90.2409299         6.81890689E-07|9.7447337     |90.2552656    |100           
  116718.75     7.35703109E-07|9.74746149    |90.2525378         6.75736384E-07|9.73313594    |90.2668634    |100           
   116775.0     7.29093002E-07|9.73586739    |90.2641319         6.69637624E-07|9.72155199    |90.2784473    |100           
  116831.25     7.22542285E-07|9.72428708    |90.2757122         6.63593908E-07|9.70998183    |90.2900175    |100           
   116887.5     7.16050425E-07|9.71272055    |90.2872787         6.57604738E-07|9.69842544    |90.3015739    |100           
  116943.75     7.09616893E-07|9.70116778    |90.2988315         6.51669622E-07|9.6868828     |90.3131165    |100           
   117000.0     7.03241164E-07|9.68962874    |90.3103706         6.45788073E-07|9.6753539     |90.3246455    |100           
  117056.25     6.9692272E-07 |9.67810343    |90.3218959         6.39959607E-07|9.66383872    |90.3361606    |100           
   117112.5     6.90661045E-07|9.66659183    |90.3334075         6.34183745E-07|9.65233724    |90.3476621    |100           
  117168.75     6.8445563E-07 |9.65509392    |90.3449054         6.28460013E-07|9.64084946    |90.3591499    |100           
   117225.0     6.78305968E-07|9.64360969    |90.3563896         6.22787939E-07|9.62937534    |90.370624     |100           
  117281.25     6.72211561E-07|9.63213912    |90.3678602         6.17167057E-07|9.61791488    |90.3820845    |100           
   117337.5     6.66171909E-07|9.62068219    |90.3793171         6.11596906E-07|9.60646806    |90.3935313    |100           
  117393.75     6.60186523E-07|9.60923889    |90.3907604         6.06077027E-07|9.59503487    |90.4049645    |100           
   117450.0     6.54254913E-07|9.5978092     |90.4021901         6.00606968E-07|9.58361528    |90.4163841    |100           
  117506.25     6.48376598E-07|9.58639311    |90.4136062         5.95186277E-07|9.57220928    |90.4277901    |100           
   117562.5     6.42551098E-07|9.57499059    |90.4250088         5.8981451E-07 |9.56081686    |90.4391825    |100           
  117618.75     6.36777939E-07|9.56360164    |90.4363977         5.84491226E-07|9.549438      |90.4505614    |100           
   117675.0     6.31056649E-07|9.55222623    |90.4477731         5.79215986E-07|9.53807268    |90.4619267    |100           
  117731.25     6.25386765E-07|9.54086435    |90.459135          5.73988356E-07|9.52672088    |90.4732785    |100           
   117787.5     6.19767822E-07|9.52951599    |90.4704834         5.68807908E-07|9.5153826     |90.4846168    |100           
  117843.75     6.14199365E-07|9.51818113    |90.4818183         5.63674216E-07|9.50405781    |90.4959416    |100           
   117900.0     6.08680939E-07|9.50685975    |90.4931396         5.58586856E-07|9.4927465     |90.5072529    |100           
  117956.25     6.03212094E-07|9.49555183    |90.5044476         5.53545412E-07|9.48144865    |90.5185508    |100           
   118012.5     5.97792386E-07|9.48425736    |90.515742          5.48549469E-07|9.47016424    |90.5298352    |100           
  118068.75     5.92421372E-07|9.47297633    |90.5270231         5.43598616E-07|9.45889327    |90.5411062    |100           
   118125.0     5.87098615E-07|9.46170872    |90.5382907         5.38692446E-07|9.44763571    |90.5523638    |100           
  118181.25     5.81823682E-07|9.45045451    |90.5495449         5.33830556E-07|9.43639155    |90.5636079    |100           
   118237.5     5.76596143E-07|9.43921368    |90.5607857         5.29012546E-07|9.42516077    |90.5748387    |100           
  118293.75     5.71415573E-07|9.42798623    |90.5720132         5.24238021E-07|9.41394336    |90.5860561    |100           
   118350.0     5.66281548E-07|9.41677213    |90.5832273         5.19506587E-07|9.4027393     |90.5972602    |100           
  118406.25     5.61193651E-07|9.40557137    |90.5944281         5.14817856E-07|9.39154857    |90.6084509    |100           
   118462.5     5.56151468E-07|9.39438393    |90.6056155         5.10171443E-07|9.38037116    |90.6196283    |100           
  118518.75     5.51154587E-07|9.3832098     |90.6167897         5.05566965E-07|9.36920706    |90.6307924    |100           
   118575.0     5.46202602E-07|9.37204896    |90.6279505         5.01004044E-07|9.35805624    |90.6419433    |100           
  118631.25     5.4129511E-07 |9.36090139    |90.6390981         4.96482306E-07|9.34691869    |90.6530808    |100           
   118687.5     5.3643171E-07 |9.34976708    |90.6502324         4.92001377E-07|9.3357944     |90.6642051    |100           
  118743.75     5.31612006E-07|9.33864602    |90.6613534         4.8756089E-07 |9.32468335    |90.6753162    |100           
   118800.0     5.26835606E-07|9.32753819    |90.6724613         4.83160481E-07|9.31358552    |90.686414     |100           
  118856.25     5.22102121E-07|9.31644357    |90.6835559         4.78799787E-07|9.3025009     |90.6974986    |100           
   118912.5     5.17411166E-07|9.30536214    |90.6946373         4.74478449E-07|9.29142947    |90.7085701    |100           
  118968.75     5.12762357E-07|9.29429389    |90.7057056         4.70196113E-07|9.28037122    |90.7196283    |100           
   119025.0     5.08155316E-07|9.28323881    |90.7167607         4.65952427E-07|9.26932613    |90.7306734    |100           
  119081.25     5.03589669E-07|9.27219688    |90.7278026         4.61747041E-07|9.25829418    |90.7417054    |100           
   119137.5     4.99065043E-07|9.26116809    |90.7388314         4.57579611E-07|9.24727537    |90.7527242    |100           
  119193.75     4.9458107E-07 |9.25015241    |90.7498471         4.53449793E-07|9.23626966    |90.7637299    |100           
   119250.0     4.90137383E-07|9.23914983    |90.7608497         4.49357248E-07|9.22527706    |90.7747225    |100           
  119306.25     4.85733623E-07|9.22816034    |90.7718392         4.4530164E-07 |9.21429754    |90.785702     |100           
   119362.5     4.81369429E-07|9.21718392    |90.7828156         4.41282635E-07|9.20333109    |90.7966685    |100           
  119418.75     4.77044446E-07|9.20622056    |90.793779          4.37299903E-07|9.19237769    |90.8076219    |100           
   119475.0     4.72758322E-07|9.19527024    |90.8047293         4.33353117E-07|9.18143732    |90.8185622    |100           
  119531.25     4.68510708E-07|9.18433294    |90.8156666         4.29441951E-07|9.17050998    |90.8294896    |100           
   119587.5     4.64301257E-07|9.17340865    |90.8265909         4.25566086E-07|9.15959564    |90.8404039    |100           
  119643.75     4.60129628E-07|9.16249736    |90.8375022         4.21725201E-07|9.14869429    |90.8513053    |100           
   119700.0     4.55995479E-07|9.15159904    |90.8484005         4.17918982E-07|9.13780592    |90.8621937    |100           
  119756.25     4.51898475E-07|9.14071369    |90.8592859         4.14147115E-07|9.1269305     |90.8730691    |100           
   119812.5     4.47838281E-07|9.12984129    |90.8701583         4.10409291E-07|9.11606803    |90.8839316    |100           
  119868.75     4.43814567E-07|9.11898181    |90.8810177         4.06705202E-07|9.10521848    |90.8947811    |100           
   119925.0     4.39827005E-07|9.10813526    |90.8918643         4.03034543E-07|9.09438185    |90.9056177    |100           
  119981.25     4.3587527E-07 |9.0973016     |90.902698          3.99397014E-07|9.08355812    |90.9164415    |100           
   120037.5     4.31959041E-07|9.08648083    |90.9135187         3.95792315E-07|9.07274727    |90.9272523    |100           
  120093.75     4.28077998E-07|9.07567294    |90.9243266         3.92220149E-07|9.06194928    |90.9380503    |100           
   120150.0     4.24231825E-07|9.06487789    |90.9351217         3.88680223E-07|9.05116414    |90.9488355    |100           
  120206.25     4.20420209E-07|9.05409569    |90.9459039         3.85172247E-07|9.04039185    |90.9596078    |100           
   120262.5     4.1664284E-07 |9.04332631    |90.9566733         3.81695931E-07|9.02963237    |90.9703673    |100           
  120318.75     4.12899409E-07|9.03256974    |90.9674298         3.7825099E-07 |9.01888569    |90.9811139    |100           
   120375.0     4.09189612E-07|9.02182597    |90.9781736         3.74837141E-07|9.00815181    |90.9918478    |100           
  120431.25     4.05513147E-07|9.01109498    |90.9889046         3.71454103E-07|8.9974307     |91.0025689    |100           
   120487.5     4.01869713E-07|9.00037675    |90.9996229         3.68101598E-07|8.98672236    |91.0132773    |100           
  120543.75     3.98259015E-07|8.98967126    |91.0103283         3.64779351E-07|8.97602675    |91.0239729    |100           
