Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 28.125 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.56178515255509 at t = 14512.5 s

    Time                          Analytical                                             Numerical                         
    (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
     7481.25     30.1082167    |63.6446319    |6.24715135         30.0265351    |63.7340882    |6.23937668    |100           
    7509.375     29.9726542    |63.7422918    |6.28505398         29.891035     |63.8316615    |6.27730345    |100           
      7537.5     29.837702     |63.8392835    |6.32301452         29.7561465    |63.9285653    |6.31528829    |100           
    7565.625     29.7033574    |63.93561      |6.36103259         29.6218666    |64.0248026    |6.35333079    |100           
     7593.75     29.5696178    |64.0312744    |6.39910778         29.4881927    |64.1203768    |6.39143056    |100           
    7621.875     29.4364803    |64.12628      |6.4372397          29.355122     |64.2152908    |6.4295872     |100           
      7650.0     29.3039422    |64.2206298    |6.47542796         29.2226518    |64.3095479    |6.46780033    |100           
    7678.125     29.1720009    |64.3143269    |6.51367217         29.0907794    |64.403151     |6.50606954    |100           
     7706.25     29.0406537    |64.4073744    |6.55197195         28.9595021    |64.4961034    |6.54439446    |100           
    7734.375     28.9098979    |64.4997752    |6.5903269          28.8288172    |64.5884081    |6.58277469    |100           
      7762.5     28.7797307    |64.5915326    |6.62873665         28.6987221    |64.680068     |6.62120985    |100           
    7790.625     28.6501497    |64.6826495    |6.66720081         28.569214     |64.7710864    |6.65969955    |100           
     7818.75     28.5211521    |64.7731289    |6.70571901         28.4402904    |64.8614662    |6.69824342    |100           
    7846.875     28.3927354    |64.8629738    |6.74429085         28.3119486    |64.9512104    |6.73684107    |100           
      7875.0     28.2648968    |64.9521873    |6.78291597         28.1841859    |65.040322     |6.77549212    |100           
    7903.125     28.1376338    |65.0407722    |6.821594           28.0569998    |65.128804     |6.81419621    |100           
     7931.25     28.0109438    |65.1287316    |6.86032455         27.9303876    |65.2166595    |6.85295294    |100           
    7959.375     27.8848243    |65.2160685    |6.89910726         27.8043468    |65.3038913    |6.89176196    |100           
      7987.5     27.7592725    |65.3027857    |6.93794176         27.6788747    |65.3905024    |6.93062289    |100           
    8015.625     27.6342861    |65.3888862    |6.97682768         27.5539689    |65.4764957    |6.96953536    |100           
     8043.75     27.5098625    |65.4743729    |7.01576465         27.4296268    |65.5618743    |7.008499      |100           
    8071.875     27.3859991    |65.5592486    |7.05475231         27.3058457    |65.6466409    |7.04751344    |100           
      8100.0     27.2626933    |65.6435164    |7.0937903          27.1826232    |65.7307984    |7.08657833    |100           
    8128.125     27.1399428    |65.727179     |7.13287825         27.0599568    |65.8143498    |7.1256933     |100           
     8156.25     27.0177449    |65.8102393    |7.17201581         26.937844     |65.897298     |7.16485799    |100           
    8184.375     26.8960972    |65.8927002    |7.21120262         26.8162822    |65.9796457    |7.20407204    |100           
      8212.5     26.7749973    |65.9745644    |7.25043832         26.695269     |66.0613959    |7.2433351     |100           
    8240.625     26.6544426    |66.0558349    |7.28972257         26.5748019    |66.1425513    |7.2826468     |100           
     8268.75     26.5344307    |66.1365143    |7.32905499         26.4548784    |66.2231148    |7.3220068     |100           
    8296.875     26.4149591    |66.2166056    |7.36843526         26.3354961    |66.3030892    |7.36141473    |100           
      8325.0     26.2960255    |66.2961115    |7.407863           26.2166525    |66.3824773    |7.40087026    |100           
    8353.125     26.1776274    |66.3750347    |7.44733789         26.0983452    |66.4612818    |7.44037303    |100           
     8381.25     26.0597624    |66.4533781    |7.48685957         25.9805718    |66.5395055    |7.4799227     |100           
    8409.375     25.942428     |66.5311443    |7.5264277          25.8633299    |66.6171512    |7.51951891    |100           
      8437.5     25.825622     |66.6083361    |7.56604194         25.746617     |66.6942217    |7.55916133    |100           
    8465.625     25.7093419    |66.6849562    |7.60570194         25.6304308    |66.7707195    |7.59884961    |100           
     8493.75     25.5935853    |66.7610074    |7.64540736         25.514769     |66.8466476    |7.63858342    |100           
    8521.875     25.4783499    |66.8364922    |7.68515787         25.3996291    |66.9220085    |7.67836241    |100           
      8550.0     25.3636334    |66.9114135    |7.72495314         25.2850088    |66.996805     |7.71818624    |100           
    8578.125     25.2494334    |66.9857738    |7.76479282         25.1709057    |67.0710397    |7.75805458    |100           
     8606.25     25.1357475    |67.0595759    |7.80467659         25.0573175    |67.1447154    |7.7979671     |100           
    8634.375     25.0225736    |67.1328223    |7.8446041          24.9442419    |67.2178346    |7.83792347    |100           
      8662.5     24.9099092    |67.2055158    |7.88457505         24.8316766    |67.2904       |7.87792334    |100           
    8690.625     24.7977521    |67.2776589    |7.92458908         24.7196193    |67.3624143    |7.91796639    |100           
     8718.75     24.6860999    |67.3492542    |7.96464588         24.6080676    |67.4338801    |7.9580523     |100           
    8746.875     24.5749505    |67.4203044    |8.00474513         24.4970194    |67.5047999    |7.99818074    |100           
      8775.0     24.4643016    |67.490812     |8.04488649         24.3864722    |67.5751764    |8.03835138    |100           
    8803.125     24.3541508    |67.5607796    |8.08506965         24.276424     |67.6450121    |8.0785639     |100           
     8831.25     24.244496     |67.6302097    |8.12529429         24.1668723    |67.7143097    |8.11881798    |100           
    8859.375     24.1353349    |67.699105     |8.16556009         24.057815     |67.7830717    |8.15911329    |100           
      8887.5     24.0266653    |67.767468     |8.20586672         23.9492499    |67.8513006    |8.19944953    |100           
    8915.625     23.918485     |67.8353011    |8.24621388         23.8411746    |67.918999     |8.23982636    |100           
     8943.75     23.8107918    |67.902607     |8.28660124         23.7335871    |67.9861694    |8.28024348    |100           
    8971.875     23.7035834    |67.9693881    |8.32702851         23.6264851    |68.0528143    |8.32070058    |100           
      9000.0     23.5968578    |68.0356468    |8.36749535         23.5198664    |68.1189363    |8.36119733    |100           
    9028.125     23.4906127    |68.1013858    |8.40800148         23.4137289    |68.1845377    |8.40173343    |100           
     9056.25     23.384846     |68.1666074    |8.44854656         23.3080703    |68.2496212    |8.44230857    |100           
    9084.375     23.2795555    |68.2313142    |8.48913031         23.2028885    |68.3141891    |8.48292243    |100           
      9112.5     23.1747391    |68.2955085    |8.52975241         23.0981813    |68.3782439    |8.52357472    |100           
    9140.625     23.0703946    |68.3591929    |8.57041255         22.9939467    |68.4417882    |8.56426513    |100           
     9168.75     22.9665199    |68.4223697    |8.61111045         22.8901825    |68.5048242    |8.60499335    |100           
    9196.875     22.8631129    |68.4850413    |8.65184579         22.7868865    |68.5673545    |8.64575908    |100           
      9225.0     22.7601715    |68.5472102    |8.69261827         22.6840566    |68.6293814    |8.68656203    |100           
    9253.125     22.6576936    |68.6088788    |8.7334276          22.5816908    |68.6909073    |8.72740188    |100           
     9281.25     22.5556771    |68.6700494    |8.77427348         22.4797869    |68.7519348    |8.76827835    |100           
    9309.375     22.4541199    |68.7307245    |8.81515561         22.3783429    |68.812466     |8.80919113    |100           
      9337.5     22.35302      |68.7909063    |8.8560737          22.2773567    |68.8725034    |8.85013994    |100           
    9365.625     22.2523753    |68.8505972    |8.89702746         22.1768261    |68.9320494    |8.89112447    |100           
     9393.75     22.1521838    |68.9097996    |8.9380166          22.0767493    |68.9911063    |8.93214443    |100           
    9421.875     22.0524434    |68.9685158    |8.97904082         21.977124     |69.0496764    |8.97319954    |100           
      9450.0     21.953152     |69.0267482    |9.02009983         21.8779484    |69.1077621    |9.0142895     |100           
    9478.125     21.8543077    |69.0844989    |9.06119336         21.7792203    |69.1653657    |9.05541403    |100           
     9506.25     21.7559085    |69.1417704    |9.10232111         21.6809377    |69.2224895    |9.09657284    |100           
    9534.375     21.6579523    |69.1985649    |9.14348279         21.5830986    |69.2791357    |9.13776564    |100           
      9562.5     21.5604371    |69.2548847    |9.18467814         21.4857011    |69.3353068    |9.17899215    |100           
    9590.625     21.463361     |69.3107321    |9.22590686         21.388743     |69.3910049    |9.22025208    |100           
     9618.75     21.366722     |69.3661093    |9.26716867         21.2922226    |69.4462323    |9.26154516    |100           
    9646.875     21.2705182    |69.4210186    |9.30846329         21.1961376    |69.5009913    |9.30287111    |100           
      9675.0     21.1747474    |69.4754621    |9.34979046         21.1004863    |69.5552841    |9.34422964    |100           
    9703.125     21.0794079    |69.5294422    |9.39114988         21.0052666    |69.6091129    |9.38562048    |100           
     9731.25     20.9844977    |69.582961     |9.43254129         20.9104766    |69.66248      |9.42704335    |100           
    9759.375     20.8900148    |69.6360208    |9.4739644          20.8161144    |69.7153876    |9.46849798    |100           
      9787.5     20.7959573    |69.6886238    |9.51541896         20.722178     |69.7678379    |9.50998409    |100           
    9815.625     20.7023232    |69.7407721    |9.55690469         20.6286655    |69.8198331    |9.55150141    |100           
     9843.75     20.6091108    |69.7924679    |9.59842131         20.535575     |69.8713753    |9.59304968    |100           
    9871.875     20.5163181    |69.8437133    |9.63996856         20.4429046    |69.9224668    |9.63462862    |100           
      9900.0     20.4239432    |69.8945107    |9.68154617         20.3506524    |69.9731097    |9.67623796    |100           
    9928.125     20.3319842    |69.944862     |9.72315388         20.2588165    |70.0233061    |9.71787744    |100           
     9956.25     20.2404392    |69.9947694    |9.76479142         20.167395     |70.0730582    |9.75954679    |100           
    9984.375     20.1493064    |70.0442351    |9.80645853         20.076386     |70.1223682    |9.80124574    |100           
